Coordinate x [m],Distributed load q [kN/m],Displacement u [m],Curvature kappa [m-1]
1.2626262626262625,1.191919191919192,2.3992266009932726,9.029690847872667
1.8686868686868687,1.1414141414141414,7.448226075808914,12.797673706764616
1.02020202020202,1.4343434343434343,1.5230413251456245,8.779920416284051
1.5555555555555556,1.3737373737373737,5.170830388937385,12.821548821548822
1.7575757575757578,1.6666666666666667,9.04879836009313,17.575757575757578
1.9393939393939394,1.0303030303030303,7.515589992925331,11.988980716253444
1.1616161616161615,1.797979797979798,2.8182060635459014,12.531374349556168
1.7373737373737375,1.4141414141414141,7.416049125584022,14.741352923171105
1.5454545454545454,1.3838383838383839,5.108037550561968,12.831955922865014
1.9595959595959598,1.6868686868686869,12.693485245686169,19.833486378940925
1.5353535353535355,1.02020202020202,3.692422249390772,9.398224670951944
1.9292929292929295,1.0101010101010102,7.25369554678871,11.692684419957148
1.787878787878788,1.606060606060606,9.178593683727671,17.22865013774105
1.1313131313131313,1.5353535353535355,2.2230891423336225,10.421793694520968
1.0707070707070707,1.9595959595959598,2.4053514858967615,12.588919498010407
1.303030303030303,1.7474747474747474,3.8661122171431876,13.662075298438934
1.2222222222222223,1.9292929292929295,3.5224813290656924,14.148148148148152
1.2424242424242424,1.2626262626262625,2.4215005327786026,9.41230486685032
1.3333333333333335,1.595959595959596,3.7830153385708956,12.76767676767677
1.0808080808080809,1.4646464646464648,1.8491773144050436,9.498010407101319
1.4343434343434343,1.9090909090909092,5.633600664237611,16.429752066115704
1.6262626262626263,1.7070707070707072,7.3421550959804645,16.656871747780837
1.0303030303030303,1.5050505050505052,1.6460613031278364,9.30394857667585
1.7171717171717171,1.4444444444444444,7.313782200698501,14.88215488215488
1.4545454545454546,1.7676767676767677,5.439822720063141,15.426997245179063
1.4848484848484849,1.5555555555555556,5.092510659085499,13.85858585858586
1.0606060606060606,1.2121212121212122,1.4461334271001187,7.713498622589532
2.0,1.6161616161616164,12.92929292929293,19.393939393939398
1.8282828282828283,1.0606060606060606,6.481630139188273,11.634527089072543
1.7676767676767677,1.6363636363636365,9.038333919375743,17.355371900826448
1.606060606060606,1.4242424242424243,5.9002404038717575,13.72451790633609
1.8080808080808082,1.3434343434343434,7.940904178854544,14.574227119681666
1.9090909090909092,1.8484848484848486,12.861621473943039,21.173553719008268
1.6868686868686869,1.5252525252525253,7.321255821164613,15.437404346495256
1.5151515151515151,1.3535353535353536,4.708014558586393,12.304866850321396
1.2727272727272727,1.393939393939394,2.873756346333356,10.644628099173554
1.1818181818181819,1.4545454545454546,2.400928898299297,10.314049586776859
1.5656565656565657,1.0404040404040404,3.992928567338106,9.773492500765228
1.6363636363636365,1.0505050505050506,4.602964278396286,10.31404958677686
1.7474747474747474,1.4848484848484849,7.923459925676767,15.568411386593207
1.0101010101010102,1.3232323232323233,1.3637366659476344,8.019589837771656
1.6161616161616164,1.202020202020202,5.074183058495112,11.655953474135293
1.4242424242424243,1.8383838383838385,5.311142422921371,15.709825528007348
1.4141414141414141,1.5858585858585859,4.484798973920368,13.455769819406184
1.0404040404040404,1.474747474747475,1.6608245333019864,9.20599938781757
1.1515151515151516,1.8080808080808082,2.7607482566995056,12.492194674012858
1.1717171717171717,1.1717171717171717,1.8849124305648532,8.237526782981329
1.404040404040404,1.676767676767677,4.64100151738086,14.125497398224672
1.3838383838383839,1.8181818181818183,4.81829546637405,15.096418732782372
1.0505050505050506,1.0707070707070707,1.2412667006601457,6.748699112335476
1.9191919191919191,1.878787878787879,13.281067032539516,21.634527089072545
1.595959595959596,1.97979797979798,8.047973799100001,18.95806550352005
1.0,1.98989898989899,1.98989898989899,11.939393939393941
1.3434343434343434,2.0,4.849303152945638,16.12121212121212
1.2828282828282829,1.2424242424242424,2.622862331064648,9.562901744719927
1.5050505050505052,1.101010101010101,3.7535700465797284,9.942454851545762
1.1111111111111112,1.9696969696969697,2.701916282163196,13.131313131313131
1.3535353535353536,1.8686868686868687,4.633885997506902,15.176002448729722
1.2323232323232323,1.5656565656565657,2.9300188327869483,11.57636975818794
1.5252525252525253,1.7171717171717171,6.093109526865514,15.71472298745026
1.101010101010101,1.2323232323232323,1.6447448912472578,8.140801958983777
1.3131313131313131,1.2222222222222223,2.76741728294291,9.62962962962963
1.6666666666666667,1.9191919191919191,8.885147774036664,19.191919191919194
1.5757575757575757,1.9494949494949496,7.627642425872662,18.431588613406795
1.797979797979798,1.1818181818181819,6.869183060629203,12.749311294765842
1.8585858585858586,1.2727272727272727,8.171150991976324,14.19283746556474
1.3232323232323233,1.8888888888888888,4.3763768808492145,14.996632996632997
1.8484848484848486,1.5757575757575757,9.952612357821476,17.476584022038566
1.1414141414141414,1.3131313131313131,1.9527106926042719,8.992959902050812
1.8989898989898992,1.6565656565656566,11.34427164651663,18.874808692990513
1.191919191919192,1.121212121212121,1.8985770303168348,8.018365472910927
1.2929292929292928,1.8282828282828283,3.9515520369483936,14.183042546678909
1.494949494949495,1.303030303030303,4.353455184557763,11.687786960514234
1.97979797979798,1.7575757575757578,13.638816426064484,20.877869605142337
1.98989898989899,1.2525252525252526,9.869146260559633,14.954392408937865
1.696969696969697,1.1313131313131313,5.528471682908615,11.5188246097337
1.202020202020202,1.696969696969697,2.947198500231122,12.238751147842056
1.9494949494949496,1.7777777777777777,13.171760228319085,20.794612794612796
1.7272727272727273,1.8585858585858586,9.577791438046885,19.261707988980717
1.7777777777777777,1.5151515151515151,8.51311468595419,16.16161616161616
1.2525252525252526,1.494949494949495,2.9375549040641973,11.234771962044691
1.3737373737373737,1.787878787878788,4.6349943927000075,14.736455463728193
1.8181818181818183,1.7272727272727273,10.381804521549078,18.84297520661157
1.4646464646464648,1.3333333333333335,4.189258500043115,11.717171717171718
1.393939393939394,1.6262626262626263,4.404761081612239,13.601469237832875
1.6565656565656566,1.5454545454545454,7.025580212434986,15.360881542699726
1.5858585858585859,1.1111111111111112,4.431501126056103,10.572390572390573
1.121212121212121,1.1616161616161615,1.6372914665760472,7.814508723599631
1.8888888888888888,1.3636363636363638,9.19004863449308,15.454545454545457
1.7070707070707072,1.404040404040404,6.984480926586403,14.380777471686564
1.878787878787879,1.0,6.6318279210841204,11.272727272727273
1.3636363636363638,1.7373737373737375,4.4054367871047075,14.214876033057854
1.2121212121212122,1.0808080808080809,1.9248049968477385,7.860422405876952
1.8383838383838385,1.2929292929292928,8.033103364649621,14.261401897765534
1.0909090909090908,1.9393939393939394,2.517860801857796,12.694214876033056
1.9696969696969697,1.8989898989898992,14.511787322539474,22.44260789715335
1.676767676767677,1.2828282828282829,6.047657766140421,12.90602999693909
1.6464646464646466,1.6464646464646466,7.34868512518598,16.26507499234772
1.474747474747475,1.1515151515151516,3.6933684952532766,10.189164370982555
1.4444444444444444,1.0909090909090908,3.2876917321361763,9.454545454545453
